,0
937,186.0
938,99.0
939,148.0
940,129.0
941,87.0
942,91.0
943,148.0
944,91.0
945,148.0
946,83.0
947,136.0
948,125.0
949,85.0
950,203.0
951,212.0
952,89.0
953,84.0
954,205.0
955,127.0
956,150.0
957,142.0
958,91.0
959,85.0
960,87.0
961,128.0
962,128.0
963,76.0
964,90.0
965,74.0
966,113.0
967,82.0
968,78.0
969,78.0
970,114.0
971,74.0
972,133.0
973,87.0
974,202.0
975,125.0
976,117.0
977,136.0
978,154.0
979,118.0
980,142.0
981,127.0
982,141.0
983,119.0
984,138.0
985,207.0
986,209.0
987,138.0
988,110.0
989,123.0
990,81.0
991,99.0
992,143.0
993,128.0
994,78.0
995,134.0
996,129.0
997,118.0
998,121.0
999,132.0
1000,87.0
1001,125.0
1002,85.0
1003,117.0
1004,123.0
1005,129.0
1006,132.0
1007,118.0
1008,206.0
1009,189.0
1010,116.0
1011,78.0
1012,143.0
1013,202.0
1014,202.0
1015,135.0
1016,127.0
1017,88.0
1018,201.0
1019,118.0
1020,83.0
1021,191.0
1022,205.0
1023,127.0
1024,202.0
1025,132.0
1026,202.0
1027,94.0
1028,83.0
1029,114.0
1030,209.0
1031,90.0
1032,78.0
1033,213.0
1034,87.0
1035,108.0
1036,147.0
1037,88.0
1038,142.0
1039,205.0
1040,83.0
1041,209.0
1042,130.0
1043,83.0
1044,138.0
1045,128.0
1046,129.0
1047,92.0
1048,87.0
1049,205.0
1050,122.0
1051,97.0
1052,152.0
1053,127.0
1054,128.0
1055,209.0
1056,90.0
1057,202.0
1058,127.0
1059,76.0
1060,78.0
1061,126.0
1062,94.0
1063,108.0
1064,134.0
1065,205.0
1066,114.0
1067,76.0
1068,99.0
1069,202.0
1070,213.0
1071,197.0
1072,116.0
1073,141.0
1074,131.0
1075,118.0
1076,145.0
1077,89.0
1078,148.0
1079,87.0
1080,118.0
1081,79.0
1082,80.0
1083,126.0
1084,148.0
1085,202.0
1086,125.0
1087,128.0
1088,119.0
1089,115.0
1090,117.0
1091,136.0
1092,202.0
1093,138.0
1094,121.0
1095,130.0
1096,202.0
1097,121.0
1098,205.0
1099,148.0
1100,91.0
1101,113.0
1102,132.0
1103,136.0
1104,148.0
1105,87.0
1106,149.0
1107,113.0
1108,83.0
1109,205.0
1110,130.0
1111,209.0
1112,129.0
1113,134.0
1114,146.0
1115,88.0
1116,123.0
1117,86.0
1118,202.0
1119,209.0
1120,81.0
1121,128.0
1122,209.0
1123,104.0
1124,86.0
1125,189.0
1126,83.0
1127,125.0
1128,137.0
1129,113.0
1130,117.0
1131,128.0
1132,205.0
1133,91.0
1134,151.0
1135,94.0
1136,134.0
1137,142.0
1138,205.0
1139,130.0
1140,141.0
1141,213.0
1142,127.0
1143,127.0
1144,130.0
1145,76.0
1146,122.0
1147,205.0
1148,118.0
1149,76.0
1150,150.0
1151,98.0
1152,219.0
1153,91.0
1154,209.0
1155,78.0
1156,117.0
1157,78.0
1158,202.0
1159,205.0
1160,185.0
1161,123.0
1162,127.0
1163,146.0
1164,74.0
1165,74.0
1166,81.0
1167,90.0
1168,128.0
1169,209.0
1170,205.0
1171,143.0
1172,89.0
1173,83.0
1174,123.0
1175,77.0
1176,133.0
1177,125.0
1178,142.0
1179,94.0
1180,117.0
1181,147.0
1182,78.0
1183,130.0
1184,128.0
1185,136.0
1186,99.0
1187,136.0
1188,134.0
1189,78.0
1190,130.0
1191,89.0
1192,197.0
1193,76.0
1194,202.0
1195,115.0
1196,213.0
1197,78.0
1198,122.0
1199,146.0
1200,130.0
1201,130.0
1202,206.0
1203,125.0
1204,94.0
1205,127.0
1206,202.0
1207,76.0
1208,91.0
1209,74.0
1210,205.0
1211,74.0
1212,132.0
1213,107.0
1214,150.0
1215,204.0
1216,127.0
1217,89.0
1218,121.0
1219,213.0
1220,129.0
1221,114.0
1222,108.0
1223,128.0
1224,201.0
1225,143.0
1226,134.0
1227,87.0
1228,133.0
1229,96.0
1230,203.0
1231,209.0
1232,72.0
1233,127.0
1234,78.0
1235,205.0
1236,202.0
1237,119.0
1238,81.0
1239,202.0
1240,85.0
1241,78.0
1242,79.0
1243,207.0
1244,80.0
1245,81.0
1246,136.0
1247,205.0
1248,114.0
1249,70.0
1250,138.0
1251,88.0
1252,88.0
1253,142.0
1254,156.0
1255,126.0
1256,148.0
1257,189.0
1258,81.0
1259,213.0
1260,81.0
1261,107.0
1262,140.0
1263,88.0
1264,126.0
1265,113.0
1266,121.0
1267,154.0
1268,129.0
1269,81.0
1270,138.0
1271,209.0
1272,91.0
1273,146.0
1274,113.0
1275,197.0
1276,78.0
1277,127.0
1278,83.0
1279,187.0
1280,87.0
1281,205.0
1282,132.0
1283,78.0
1284,202.0
1285,133.0
1286,142.0
1287,132.0
1288,115.0
1289,202.0
1290,113.0
1291,96.0
1292,106.0
1293,132.0
1294,118.0
1295,138.0
1296,82.0
1297,127.0
1298,132.0
1299,76.0
1300,205.0
1301,205.0
1302,209.0
1303,136.0
1304,134.0
1305,123.0
1306,78.0
1307,127.0
1308,89.0
1309,205.0
1310,130.0
1311,122.0
1312,132.0
1313,86.0
1314,130.0
1315,120.0
1316,209.0
1317,123.0
1318,92.0
1319,78.0
1320,76.0
1321,137.0
1322,81.0
1323,83.0
1324,205.0
1325,121.0
1326,76.0
1327,82.0
1328,124.0
1329,130.0
1330,128.0
1331,209.0
1332,87.0
1333,132.0
1334,117.0
1335,86.0
1336,114.0
1337,87.0
1338,76.0
1339,118.0
1340,91.0
1341,86.0
1342,137.0
1343,138.0
1344,148.0
1345,79.0
1346,205.0
1347,85.0
1348,118.0
1349,85.0
1350,117.0
1351,205.0
1352,84.0
1353,125.0
1354,140.0
1355,83.0
1356,78.0
1357,78.0
1358,151.0
1359,92.0
1360,64.0
1361,132.0
1362,128.0
1363,76.0
1364,203.0
1365,132.0
1366,143.0
1367,199.0
1368,141.0
1369,134.0
1370,130.0
1371,81.0
1372,104.0
1373,82.0
1374,136.0
1375,152.0
1376,83.0
1377,123.0
1378,205.0
1379,132.0
1380,206.0
1381,209.0
1382,187.0
1383,194.0
1384,202.0
1385,186.0
1386,81.0
1387,94.0
1388,150.0
1389,207.0
1390,71.0
1391,84.0
1392,116.0
1393,202.0
1394,124.0
1395,129.0
1396,136.0
1397,205.0
1398,145.0
1399,138.0
1400,123.0
1401,151.0
1402,93.0
1403,79.0
1404,135.0
1405,130.0
1406,152.0
1407,114.0
1408,84.0
1409,114.0
1410,146.0
1411,138.0
1412,209.0
1413,133.0
1414,83.0
1415,90.0
1416,83.0
1417,83.0
1418,205.0
1419,121.0
1420,143.0
1421,205.0
1422,136.0
1423,147.0
1424,114.0
1425,85.0
1426,78.0
1427,152.0
1428,87.0
1429,90.0
1430,205.0
1431,205.0
1432,136.0
1433,188.0
1434,131.0
1435,94.0
1436,71.0
1437,127.0
1438,135.0
1439,133.0
1440,202.0
1441,96.0
1442,90.0
1443,209.0
1444,202.0
1445,127.0
1446,118.0
1447,143.0
1448,196.0
1449,90.0
1450,118.0
1451,120.0
1452,96.0
1453,87.0
1454,205.0
1455,152.0
1456,72.0
1457,209.0
1458,121.0
1459,85.0
1460,77.0
1461,131.0
1462,202.0
1463,130.0
1464,143.0
1465,122.0
1466,148.0
1467,209.0
1468,109.0
1469,88.0
1470,89.0
1471,116.0
1472,146.0
1473,74.0
1474,201.0
1475,205.0
1476,131.0
1477,118.0
1478,134.0
1479,88.0
1480,78.0
1481,209.0
1482,134.0
1483,118.0
1484,135.0
1485,64.0
1486,117.0
1487,104.0
1488,109.0
1489,129.0
1490,123.0
1491,113.0
1492,136.0
1493,124.0
1494,92.0
1495,119.0
1496,202.0
1497,145.0
1498,127.0
1499,129.0
1500,116.0
1501,202.0
1502,121.0
1503,104.0
1504,128.0
1505,83.0
1506,128.0
1507,132.0
1508,74.0
1509,78.0
1510,129.0
1511,130.0
1512,143.0
1513,213.0
1514,86.0
1515,82.0
1516,144.0
1517,98.0
1518,83.0
1519,82.0
1520,202.0
1521,130.0
1522,77.0
1523,142.0
1524,130.0
1525,126.0
1526,130.0
1527,128.0
1528,76.0
1529,141.0
1530,86.0
1531,153.0
1532,123.0
1533,88.0
1534,140.0
1535,141.0
1536,77.0
1537,131.0
1538,125.0
1539,133.0
1540,129.0
1541,132.0
1542,94.0
1543,146.0
1544,210.0
1545,84.0
1546,91.0
1547,84.0
1548,135.0
1549,125.0
1550,130.0
1551,82.0
1552,118.0
1553,82.0
1554,78.0
1555,150.0
1556,103.0
1557,142.0
1558,84.0
1559,109.0
1560,124.0
1561,128.0
1562,76.0
1563,88.0
1564,84.0
1565,205.0
1566,209.0
1567,202.0
1568,154.0
1569,110.0
1570,83.0
1571,132.0
1572,132.0
1573,116.0
1574,138.0
1575,128.0
1576,123.0
1577,134.0
1578,113.0
1579,206.0
1580,125.0
1581,130.0
1582,188.0
1583,128.0
1584,146.0
1585,78.0
1586,78.0
1587,124.0
1588,151.0
1589,87.0
1590,136.0
1591,82.0
1592,209.0
1593,139.0
1594,152.0
1595,209.0
1596,209.0
1597,142.0
1598,205.0
1599,117.0
1600,118.0
1601,76.0
1602,83.0
1603,137.0
1604,115.0
1605,146.0
1606,116.0
1607,128.0
1608,202.0
1609,85.0
1610,116.0
1611,118.0
1612,136.0
1613,78.0
1614,136.0
1615,120.0
1616,123.0
1617,113.0
1618,186.0
1619,126.0
1620,131.0
1621,130.0
1622,209.0
1623,83.0
1624,129.0
1625,95.0
1626,82.0
1627,213.0
1628,205.0
1629,132.0
1630,209.0
1631,91.0
1632,123.0
1633,137.0
1634,88.0
1635,136.0
1636,81.0
1637,144.0
1638,136.0
1639,132.0
1640,209.0
1641,84.0
1642,124.0
1643,113.0
1644,132.0
1645,127.0
1646,203.0
1647,132.0
1648,118.0
1649,131.0
1650,122.0
1651,138.0
1652,94.0
1653,78.0
1654,133.0
1655,209.0
1656,78.0
1657,129.0
1658,197.0
1659,91.0
1660,134.0
1661,209.0
1662,88.0
1663,133.0
1664,141.0
1665,87.0
1666,205.0
1667,134.0
1668,128.0
1669,209.0
1670,136.0
1671,85.0
1672,112.0
1673,209.0
1674,88.0
1675,88.0
1676,130.0
1677,85.0
1678,126.0
1679,78.0
1680,134.0
1681,138.0
1682,83.0
1683,84.0
1684,130.0
1685,128.0
1686,202.0
1687,124.0
1688,87.0
1689,89.0
1690,127.0
1691,116.0
1692,83.0
1693,132.0
1694,87.0
1695,133.0
1696,142.0
1697,118.0
1698,125.0
1699,77.0
1700,88.0
1701,143.0
1702,86.0
1703,130.0
1704,131.0
1705,87.0
1706,76.0
1707,136.0
1708,205.0
1709,128.0
1710,94.0
1711,128.0
1712,131.0
1713,88.0
1714,209.0
1715,205.0
1716,132.0
1717,118.0
1718,71.0
1719,133.0
1720,83.0
1721,133.0
1722,130.0
1723,78.0
1724,78.0
1725,114.0
1726,88.0
1727,186.0
1728,205.0
1729,129.0
1730,76.0
1731,127.0
1732,197.0
1733,140.0
1734,87.0
1735,130.0
1736,86.0
1737,146.0
1738,209.0
1739,209.0
1740,134.0
1741,148.0
1742,114.0
1743,117.0
1744,84.0
1745,202.0
1746,97.0
1747,213.0
1748,202.0
1749,83.0
1750,128.0
1751,122.0
1752,81.0
1753,120.0
1754,192.0
1755,81.0
1756,83.0
1757,133.0
1758,132.0
1759,87.0
1760,202.0
1761,91.0
1762,95.0
1763,185.0
1764,81.0
1765,142.0
1766,213.0
1767,134.0
1768,89.0
1769,86.0
1770,202.0
1771,154.0
1772,88.0
1773,134.0
1774,87.0
1775,212.0
1776,134.0
1777,202.0
1778,126.0
1779,127.0
1780,74.0
1781,76.0
1782,134.0
1783,78.0
1784,127.0
1785,80.0
1786,131.0
1787,89.0
1788,85.0
1789,81.0
1790,136.0
1791,90.0
1792,81.0
1793,132.0
1794,77.0
1795,125.0
1796,122.0
1797,136.0
1798,96.0
1799,131.0
1800,84.0
1801,131.0
1802,114.0
1803,86.0
1804,117.0
1805,74.0
1806,123.0
1807,132.0
1808,126.0
1809,134.0
1810,128.0
1811,86.0
1812,131.0
1813,86.0
1814,112.0
1815,123.0
1816,209.0
1817,101.0
1818,128.0
1819,104.0
1820,140.0
1821,132.0
1822,132.0
1823,213.0
1824,205.0
1825,87.0
1826,135.0
1827,130.0
1828,125.0
1829,202.0
1830,125.0
1831,128.0
1832,134.0
1833,78.0
1834,132.0
1835,78.0
1836,114.0
1837,128.0
1838,127.0
1839,118.0
1840,81.0
1841,136.0
1842,125.0
1843,83.0
1844,136.0
1845,205.0
1846,132.0
1847,137.0
1848,148.0
1849,156.0
1850,81.0
1851,202.0
1852,138.0
1853,143.0
1854,188.0
1855,134.0
1856,209.0
1857,145.0
1858,94.0
1859,205.0
1860,86.0
1861,130.0
1862,85.0
1863,91.0
1864,87.0
1865,209.0
1866,91.0
1867,120.0
1868,126.0
1869,126.0
1870,89.0
1871,78.0
1872,130.0
1873,127.0
1874,88.0
1875,64.0
1876,152.0
1877,130.0
1878,209.0
1879,77.0
1880,200.0
1881,125.0
1882,152.0
1883,108.0
1884,87.0
1885,115.0
1886,118.0
1887,87.0
1888,130.0
1889,76.0
1890,134.0
1891,71.0
1892,78.0
1893,110.0
1894,81.0
1895,125.0
1896,83.0
1897,102.0
1898,130.0
1899,89.0
1900,83.0
1901,150.0
1902,84.0
1903,78.0
1904,135.0
1905,140.0
1906,209.0
1907,127.0
1908,209.0
1909,126.0
1910,135.0
1911,125.0
1912,118.0
1913,78.0
1914,134.0
1915,130.0
1916,132.0
1917,139.0
1918,64.0
1919,205.0
1920,100.0
1921,202.0
1922,193.0
1923,117.0
1924,205.0
1925,130.0
1926,116.0
1927,116.0
1928,78.0
1929,128.0
1930,94.0
1931,205.0
1932,122.0
1933,81.0
1934,119.0
1935,132.0
1936,134.0
1937,203.0
1938,202.0
1939,79.0
1940,124.0
1941,152.0
1942,115.0
1943,114.0
1944,205.0
1945,85.0
1946,125.0
1947,131.0
1948,96.0
1949,201.0
1950,127.0
1951,124.0
1952,209.0
1953,124.0
1954,130.0
1955,87.0
1956,209.0
1957,128.0
1958,126.0
1959,88.0
1960,140.0
1961,92.0
1962,126.0
1963,70.0
1964,132.0
1965,132.0
1966,138.0
1967,91.0
1968,148.0
1969,81.0
1970,136.0
1971,136.0
1972,196.0
1973,127.0
1974,213.0
1975,191.0
1976,108.0
1977,110.0
1978,91.0
1979,201.0
1980,209.0
1981,209.0
1982,116.0
1983,197.0
1984,78.0
1985,144.0
1986,118.0
1987,104.0
1988,127.0
1989,202.0
1990,132.0
1991,205.0
1992,80.0
1993,129.0
1994,79.0
1995,78.0
1996,205.0
1997,142.0
1998,79.0
1999,117.0
2000,123.0
2001,205.0
2002,205.0
2003,126.0
2004,115.0
2005,209.0
2006,205.0
2007,122.0
2008,137.0
2009,202.0
2010,134.0
2011,140.0
2012,126.0
2013,138.0
2014,134.0
2015,209.0
2016,78.0
2017,127.0
2018,114.0
2019,114.0
2020,119.0
2021,119.0
2022,78.0
2023,149.0
2024,205.0
2025,96.0
2026,142.0
2027,118.0
2028,134.0
2029,202.0
2030,125.0
2031,83.0
2032,96.0
2033,202.0
2034,136.0
2035,134.0
2036,202.0
2037,128.0
2038,133.0
2039,124.0
2040,78.0
2041,143.0
2042,200.0
2043,127.0
2044,132.0
2045,134.0
2046,205.0
2047,78.0
2048,208.0
2049,209.0
2050,84.0
2051,125.0
2052,89.0
2053,128.0
2054,134.0
2055,110.0
2056,202.0
2057,207.0
2058,78.0
2059,113.0
2060,132.0
2061,136.0
2062,186.0
2063,134.0
2064,137.0
2065,120.0
2066,186.0
2067,89.0
2068,128.0
2069,114.0
2070,201.0
2071,152.0
2072,73.0
2073,79.0
2074,124.0
2075,127.0
2076,119.0
2077,85.0
2078,81.0
2079,86.0
2080,132.0
2081,89.0
2082,96.0
2083,205.0
2084,64.0
2085,136.0
2086,205.0
2087,209.0
2088,114.0
2089,71.0
2090,128.0
2091,129.0
2092,205.0
2093,140.0
2094,132.0
2095,136.0
2096,94.0
2097,83.0
2098,104.0
2099,128.0
2100,128.0
2101,72.0
2102,83.0
2103,126.0
2104,116.0
2105,76.0
2106,140.0
2107,202.0
2108,205.0
2109,85.0
2110,86.0
2111,90.0
2112,132.0
2113,124.0
2114,116.0
2115,123.0
2116,83.0
2117,77.0
2118,77.0
2119,81.0
2120,205.0
2121,123.0
2122,130.0
2123,85.0
2124,91.0
2125,71.0
2126,120.0
2127,125.0
2128,119.0
2129,132.0
2130,201.0
2131,87.0
2132,203.0
2133,135.0
2134,130.0
2135,82.0
2136,130.0
2137,76.0
2138,93.0
2139,143.0
2140,116.0
