b'snp4AA';b'snp4AR';dl0;tmax3;srad4;dl4;tmin5;srad5;dl5;tmin6;srad6;dl7;rain8;dl9;srad12;rain13;tmin14;tmax15;srad15;dl15;tmin17
0.005975099345819928;1.550622606934837e-05;0.01735768956250638;0.006348947571510948;0.002537202160406764;0.0009675321753892518;1.5870111544840275;0.00038245894653371693;5.2327991523100084e-05;0.34707590078515305;0.0007988176670021829;0.0007191746769083806;0.009367848476462015;0.00020858871909879896;0.0010985432451947475;0.20484819684084393;0.49034605252039354;0.00587300793704344;0.0014012654917621604;0.03612766067487918;0.841291357314295
