b'snp2RR';b'snp5AR';tmin0;tmax0;dl1;rain2;srad5;rain6;dl6;srad7;tmax9;dl12;tmin13;dl13;tmax15;rain15;tmin17;rain19
0.001880172747260076;3.7038628943264483e-06;14018.03794527464;7442.535719793083;7441.214154791206;253.41118743735643;2.722811324929353e-05;40438.418196969804;2.3191124419099652e-05;1.4463375991908833e-05;6.594605729333125e-06;27213.624261729405;0.002743740038931719;12314.793209875545;52151.2151969985;6575.834183484707;16721.08115170169;1.1005457210054737
