b'snp3AA';tmax0;rain3;srad5;tmin6;srad6;rain8;srad13;rain14;tmax16
3.7305218535550465e-05;0.4285653203349091;1440.5008455430323;0.0018168842741148694;0.21490703330799632;7.797873565469121;519.1919042456877;5.561958960854458;0.99832018990024;0.7355830063881845
