tmax1;srad1;dl4;rain5;dl5;dl6;tmax9;rain10;tmax11;dl12;rain13;tmax15;rain17;b'snp1AA'
0.0012203561208150404;7.393429018520692e-06;0.0006624844441751065;0.0001356924007325233;0.00043618326605837865;1.8505165826354643e-07;0.0017755654755114848;45.49594842508989;65.72562044053589;0.0019067238374998396;43.52637660580427;0.0012186457554457775;0.1657316664132952;1.1673314702420612e-07
