b'snp5AA';dl0;rain4;tmin5;tmin7;srad9;rain11;srad16;rain16;dl16;rain18
0.01497303629351336;0.013493839086707737;0.7248022962867771;0.1367873314244963;1.453514482347395;4.479680803058273e-05;0.6133620006495113;0.2614845728580633;1.923570088228459;0.09828016108472185;0.45792942744000215
