b'snp5AA';srad1;tmin2;dl2;dl4;tmin6;srad8;rain8;dl8;tmin10;srad11;rain14;dl15;srad16;rain16;tmax17
4.15590405523858e-06;5.63383164049469e-07;3.121453551813147e-07;3.787106772179527e-05;0.07560802362619697;0.0003357223590420233;4.867743515937661e-05;0.00011876488632012183;1.0205742896118864e-07;0.07743100277452022;0.00038245348049990467;0.010686445589204965;0.14855310051718873;2.2498486378452755e-06;0.07341152141141166;0.024730966776218607
