doy;b'snp1AA';b'snp5AA';tmax0;tmax2;srad3;tmax5;srad8;dl8;dl9;dl11;dl14;srad15
0.7020457474366867;4.900449212641434e-07;0.012860891844331946;0.08333264529455192;1.533881491290258;1.0552048944192753;0.7204149549646192;0.13037262543645312;0.05105533487543653;0.12419021423508894;0.3541536015118388;0.03312490149169008;4.722470704523653
