tmin1;srad3;rain4;rain7;rain9;dl12;srad13;dl14;srad16;dl17
16.500374062329012;10.017532699668049;10.341462496012161;1.655969889894854;0.21949117766583157;0.08481882460082346;0.2291544299318278;0.00033704949059682577;0.013653855182797372;1.404887385348372
