dl0;tmin2;tmax2;dl3;dl4;tmin5;tmin6;srad6;tmin9;rain11;tmin12;srad17
0.008652981046054293;0.2532476199510452;1.7264142869043582;0.12190170638057665;1.981947179753471;2.675919322811493;5.64039255687467;0.009133417129304178;0.04127344891484739;10.833081692120905;12.785117579097044;0.02570443281404522
