dl1;dl2;rain3;rain4;rain5;rain6;dl6;srad8;rain9;tmax10;dl10;tmax11;tmin12;rain18;tmax13;srad11
1.0176300162090832;1.5651530576414256;0.7532130353750052;1.3141182754227225;1.7674421929511686;1.084023423488178;1.1462955713906673;1.4896375254430358;1.6844949483189282;80.04877705731644;1.1221093245694647e-07;84.59268481618062;0.6276212534572869;0.003849955364288462;6.062973398002214e-08;7.817546588739788e-08
