b'snp1AA';b'snp1AR';b'snp2RR';b'snp3AR';tmin0;srad0;srad1;dl2;tmin3;srad3;rain3;dl4;tmax6;srad7;tmin8;tmin9;tmin10;rain10;tmin11;dl14;srad16;tmin18;srad18;tmin19;rain19
57595.89449633933;15.210735640954226;0.062199011323973534;0.009314044313505292;879818.714218706;3318.5661073700244;55693.2382815075;13007.689524576357;361144.7175791666;0.00519897947087884;5741796.328168225;1.1354684829711914e-07;0.0015490619745105504;137084.1608382637;0.028470096383243798;2813431.155776703;6.82855024933815e-07;6303.5625177156;2858010.556395656;253085.1413345526;111900.3818397321;81522.27355501485;3231630.712517717;520569.8085134429;4.304256290197372e-06
