dl2;rain3;tmin6;srad8;dl8;rain9;tmax11;tmax12;tmin13;tmin17;tmax17
0.357725055894785;7.910109218948137;0.285310967732066;5.37673312117038;3.811745430864473;2.4885918931252995;6.299390728935325;10.306663994686067;10.374831732657931;0.05333604366084131;0.4358689649601007
