b'snp2AR';b'snp2RR';dl1;tmin2;rain3;rain4;tmax5;tmax7;srad7;dl8;tmin9;srad12;srad13;dl13;tmax16;srad18;dl18;tmin19
0.008107300678808542;0.5005045714620678;39.864993502178876;1.907781163481559e-05;77.5988276917656;275.67005598729224;747.8499560996268;130.89147126473662;542.6010129196727;0.6232586699511762;59.719582016105825;232.89492745562293;380.84646246824593;880.3532327898547;0.0010918532814071114;0.3377279943333235;3.7810274128560196e-05;333.3590533754255
