b'snp4AA';b'snp5AA';b'snp6RR';tmin1;rain2;tmin6;tmax6;tmax7;rain7;rain9;rain12;tmin14;srad16;rain16;dl16;rain18
1.2627956266442197e-05;1.5664584067176293;95.73777892035692;11.89512725770869;0.0002461593697898934;1.617165713380673;1.440438882127637e-07;1.8193340407284995;0.00240030145453602;9.593527556717163e-07;241.76366018282678;6.319561150722875;0.0024960037669552546;257.53061434837963;0.0005488799960585311;0.0265076808831509
