doy;b'snp2RR';b'snp3AR';b'snp6AR';tmin1;dl1;srad2;dl4;dl6;tmax10;rain12;tmax13;srad13;rain15
22.6029571782872;0.0034322149290710513;0.00014800032182392896;0.00015030495633254758;0.15848419812469727;0.45952122911032345;0.0941132372188622;0.3233791893372108;0.01232889372135105;0.41464444884710244;6.3584297508895;0.00026921905773633623;0.013789444051362808;0.013018166274741816
